Date,AAPL,AMZN,BTC-USD,CSCO,ETH-USD,IEF,META,TEF
2021-01-01,,,29374.15234375,,730.3675537109375,,,
2021-01-02,,,32127.267578125,,774.5349731445312,,,
2021-01-03,,,32782.0234375,,975.5076904296875,,,
2021-01-04,127.16416931152344,159.3314971923828,31971.9140625,40.50225067138672,1040.2330322265625,114.05400848388672,268.94000244140625,3.3174149990081787
2021-01-05,128.73638916015625,160.92550659179688,33992.4296875,40.52067947387695,1100.006103515625,113.78782653808594,270.9700012207031,3.366440773010254
2021-01-06,124.40292358398438,156.91900634765625,36824.36328125,40.90764236450195,1207.1121826171875,113.12242889404297,263.30999755859375,3.5462019443511963
2021-01-07,128.64796447753906,158.10800170898438,39371.04296875,41.423587799072266,1225.6781005859375,112.72317504882812,268.739990234375,3.636082887649536
2021-01-08,129.75833129882812,159.13499450683594,40797.609375,41.51572799682617,1224.1971435546875,112.3999252319336,267.57000732421875,3.611570358276367
2021-01-09,,,40254.546875,,1281.0772705078125,,,
2021-01-10,,,38356.44140625,,1262.2467041015625,,,
2021-01-11,126.74161529541016,155.7104949951172,35566.65625,41.79213333129883,1090.1453857421875,112.1812973022461,256.8399963378906,3.58705735206604
2021-01-12,126.56475830078125,156.04150390625,33922.9609375,42.18831253051758,1043.4345703125,112.16231536865234,251.08999633789062,3.6279120445251465
2021-01-13,128.61843872070312,158.29449462890625,37316.359375,41.79213333129883,1130.7393798828125,112.55204010009766,251.63999938964844,3.9547510147094727
2021-01-14,126.67285919189453,156.37350463867188,39187.328125,41.59864807128906,1218.4530029296875,112.2953872680664,245.63999938964844,3.856698989868164
2021-01-15,124.93355560302734,155.21249389648438,36825.3671875,41.856624603271484,1171.8345947265625,112.59957122802734,251.36000061035156,3.725963830947876
2021-01-16,,,36178.140625,,1233.53759765625,,,
2021-01-17,,,35791.27734375,,1230.1722412109375,,,
2021-01-18,,,36630.07421875,,1257.279541015625,,,
2021-01-19,125.61157989501953,156.03799438476562,36069.8046875,41.635501861572266,1377.2958984375,112.6661148071289,261.1000061035156,3.750476837158203
2021-01-20,129.7386932373047,163.16900634765625,35547.75,41.773704528808594,1382.2740478515625,112.71363830566406,267.4800109863281,3.7586474418640137
2021-01-21,134.4947052001953,165.34950256347656,30825.69921875,41.56180191040039,1121.5709228515625,112.55204010009766,272.8699951171875,3.69327974319458
2021-01-22,136.65650939941406,164.6114959716797,33005.76171875,41.248538970947266,1236.51220703125,112.72317504882812,274.5,3.644253969192505
2021-01-23,,,32067.642578125,,1230.9906005859375,,,
2021-01-24,,,32289.37890625,,1391.609375,,,
2021-01-25,140.43971252441406,164.6999969482422,32366.392578125,41.48808670043945,1324.414794921875,113.17947387695312,278.010009765625,3.6197409629821777
2021-01-26,140.67550659179688,166.30650329589844,32569.849609375,41.699989318847656,1357.05810546875,113.14141845703125,282.04998779296875,3.701451063156128
