Date,Acerinox,BBVA,Bankinter,CaixaBank,Iberdrola,Mapfre,Repsol,Santander,Telefonica
2020-01-23,7.182208061218262,3.7374768257141113,5.068560600280762,2.266469717025757,8.341075897216797,1.7050318717956543,10.522619247436523,2.932361602783203,4.245284557342529
2020-01-24,7.182208061218262,3.691800355911255,4.947048187255859,2.2511959075927734,8.529155731201172,1.7208726406097412,10.498577117919922,2.9060916900634766,4.2013349533081055
2020-01-27,6.92673921585083,3.631298780441284,4.9087629318237305,2.213859796524048,8.458409309387207,1.6855909824371338,10.137937545776367,2.8535523414611816,4.149144172668457
2020-01-28,7.035351276397705,3.686591625213623,4.982004165649414,2.224890947341919,8.496371269226074,1.7100721597671509,10.234109878540039,2.9151222705841064,4.305028915405273
2020-01-29,6.963452339172363,3.740281581878662,4.9520416259765625,2.2155568599700928,8.515350341796875,1.7136719226837158,10.254142761230469,3.0435972213745117,4.257645130157471
2020-01-30,6.845661640167236,3.773137092590332,4.9453840255737305,2.2367703914642334,8.541234016418457,1.6978312730789185,10.081839561462402,3.009939670562744,4.229490280151367
2020-01-31,6.73245906829834,3.7410831451416016,4.872142314910889,2.2401647567749023,8.515350341796875,1.6647100448608398,9.989675521850586,2.9175846576690674,4.195154190063477
2020-02-03,6.7783522605896,3.7382779121398926,4.88878870010376,2.2605295181274414,8.542959213256836,1.673350214958191,9.845420837402344,2.924562931060791,4.195841312408447
2020-02-04,6.9297990798950195,3.834841012954712,4.9453840255737305,2.266469717025757,8.580920219421387,1.6935112476348877,10.081839561462402,3.030052423477173,4.241851329803467
2020-02-05,7.186797142028809,3.9482309818267822,5.068560600280762,2.375932216644287,8.800058364868164,1.7215923070907593,10.254142761230469,3.1146080493927,4.229490280151367
2020-02-06,7.3734283447265625,4.086863040924072,5.100186347961426,2.4404215812683105,8.955354690551758,1.7151120901107788,10.278185844421387,3.1441614627838135,4.272754192352295
2020-02-07,7.200565338134766,4.188634872436523,5.118496417999268,2.470121145248413,8.864766120910645,1.7230323553085327,10.222086906433105,3.16796875,4.2686333656311035
2020-02-10,7.1439642906188965,4.200655460357666,5.1168317794799805,2.471818208694458,8.955354690551758,1.7172722816467285,10.089853286743164,3.1494975090026855,4.241851329803467
2020-02-11,7.249517917633057,4.193442344665527,5.128483295440674,2.3453845977783203,9.06319808959961,1.7309527397155762,10.214072227478027,3.1769983768463135,4.237044334411621
2020-02-12,7.260225296020508,4.270371437072754,5.211711406707764,2.448058605194092,8.998492240905762,1.7525537014007568,10.234109878540039,3.2467782497406006,4.346919059753418
2020-02-13,7.07665491104126,4.245530128479004,5.236680507659912,2.43363356590271,9.136533737182617,1.7424732446670532,10.149959564208984,3.233642578125,4.280994892120361
2020-02-14,7.1179585456848145,4.201455593109131,5.213376045227051,2.3818719387054443,9.365161895751953,1.7417532205581665,10.137937545776367,3.2209181785583496,4.289921283721924
2020-02-17,7.199034690856934,4.189435958862305,5.256654739379883,2.3852663040161133,9.542024612426758,1.7194323539733887,10.037760734558105,3.245135545730591,4.383315086364746
2020-02-18,6.983339786529541,4.141355514526367,5.156781196594238,2.3165338039398193,9.589476585388184,1.714392066001892,9.893506050109863,3.1983425617218018,4.484949588775635
2020-02-19,7.004755973815918,4.146162986755371,5.193401336669922,2.334353446960449,9.680065155029297,1.730232834815979,9.897513389587402,3.2155823707580566,4.4911298751831055
2020-02-20,6.97722053527832,4.09006929397583,5.105180263519287,2.2910776138305664,9.520456314086914,1.7100721597671509,9.853434562683105,3.1597588062286377,4.319450378417969
2020-02-21,7.098071098327637,4.094877243041992,5.100186347961426,2.293623208999634,9.64555549621582,1.6906310319900513,9.580951690673828,3.1047568321228027,4.195841312408447
2020-02-24,6.7263407707214355,3.9362103939056396,4.9487128257751465,2.221496820449829,9.4298677444458,1.622948169708252,9.068045616149902,2.9721763134002686,4.118242263793945
2020-02-25,6.573365211486816,3.8095977306365967,4.87047815322876,2.1459758281707764,9.196924209594727,1.5775864124298096,8.787549018859863,2.880232810974121,3.998753070831299
2020-02-26,6.600900173187256,3.799581289291382,4.82387113571167,2.1374905109405518,9.667123794555664,1.5718261003494263,8.707406997680664,2.910606622695923,4.012487888336182
2020-02-27,6.47698974609375,3.643718957901001,4.669067859649658,2.0619699954986572,9.291827201843262,1.5034233331680298,8.422904014587402,2.8071694374084473,3.9170339107513428
2020-02-28,6.395913600921631,3.473432779312134,4.4443535804748535,1.9694781303405762,8.90358829498291,1.4580612182617188,8.118365287780762,2.731233596801758,3.6808035373687744
2020-03-02,6.4678120613098145,3.43456768989563,4.38276481628418,1.9754180908203125,9.25300407409668,1.4245799779891968,8.186485290527344,2.6721267700195312,3.669128894805908
2020-03-03,6.593251705169678,3.4049184322357178,4.372777462005615,2.049241304397583,9.322023391723633,1.4307001829147339,8.294676780700684,2.6561191082000732,3.6279261112213135
2020-03-04,6.42650842666626,3.467022657394409,4.246272087097168,1.9805090427398682,9.658496856689453,1.4400603771209717,8.24659252166748,2.7053747177124023,3.698657989501953
2020-03-05,6.255175590515137,3.304349422454834,4.181354522705078,1.9007457494735718,9.542024612426758,1.3774179220199585,8.086308479309082,2.567458391189575,3.5681815147399902
2020-03-06,6.122086048126221,3.2310261726379395,4.10312032699585,1.8523786067962646,9.140846252441406,1.3540167808532715,7.6936140060424805,2.499321222305298,3.4974493980407715
2020-03-09,5.575963020324707,2.804309606552124,3.6761624813079834,1.697094440460205,8.534332275390625,1.204610824584961,6.529953956604004,2.200091600418091,3.1544349193573
2020-03-10,5.549957275390625,2.7658450603485107,3.707789182662964,1.6881846189498901,8.054643630981445,1.223691463470459,6.635740756988525,2.1771059036254883,3.029109001159668
2020-03-11,5.551487445831299,2.838366985321045,3.847611904144287,1.7607356309890747,8.18405532836914,1.1736493110656738,6.666195392608643,2.249758720397949,3.0346031188964844
2020-03-12,4.757543563842773,2.4104480743408203,3.2417147159576416,1.4875032901763916,7.033145904541016,1.0508842468261719,5.770209789276123,1.8704890012741089,2.6098685264587402
2020-03-13,4.879924297332764,2.439697504043579,3.210920572280884,1.5324764251708984,7.385148048400879,1.0642049312591553,6.044294834136963,1.8532495498657227,2.666865825653076
2020-03-16,4.717770099639893,2.1135494709014893,2.7881243228912354,1.357675552368164,7.102165699005127,0.9860814809799194,5.428806304931641,1.6566365957260132,2.5284922122955322
2020-03-17,4.7483649253845215,2.2597949504852295,2.7556655406951904,1.423013687133789,7.818248748779297,1.1830098628997803,5.423997402191162,1.7855223417282104,2.978635549545288
2020-03-18,4.503603935241699,2.170444965362549,2.533447742462158,1.4034972190856934,7.518011093139648,1.1437681913375854,4.922309398651123,1.6746968030929565,2.9848155975341797
2020-03-19,4.529609680175781,2.246572971343994,2.8488800525665283,1.5121111869812012,7.704365253448486,1.080405354499817,4.832551002502441,1.6771595478057861,3.195294141769409
2020-03-20,4.531138896942139,2.3126838207244873,2.9795477390289307,1.429377794265747,7.54044246673584,1.0339634418487549,4.943146228790283,1.731341004371643,3.0157182216644287
2020-03-23,4.525020122528076,2.23134708404541,2.8430542945861816,1.361069679260254,7.24020528793335,1.0051621198654175,4.978408336639404,1.7362664937973022,2.8979458808898926
2020-03-24,4.702471733093262,2.4769601821899414,2.9635565280914307,1.4459244012832642,7.599109649658203,1.1077665090560913,5.7589898109436035,1.944783091545105,3.099153995513916
2020-03-25,4.694823741912842,2.615192174911499,2.9635565280914307,1.522718071937561,7.8734660148620605,1.1578086614608765,5.909655570983887,2.0301589965820312,3.0558907985687256
2020-03-26,4.59691858291626,2.6280136108398438,2.9318559169769287,1.5859346389770508,7.856210231781006,1.1437681913375854,6.130848407745361,2.018256425857544,2.9367456436157227
2020-03-27,4.570912837982178,2.4877779483795166,2.760502338409424,1.4925943613052368,7.6146392822265625,1.127927303314209,5.887217044830322,1.8984004259109497,2.8354549407958984
2020-03-30,4.453122138977051,2.3399298191070557,2.6996724605560303,1.418346643447876,7.514559745788574,1.1228872537612915,6.0843658447265625,1.8179490566253662,2.841635227203369
2020-03-31,4.751424312591553,2.3363237380981445,2.865027904510498,1.4425303936004639,7.750955104827881,1.1207271814346313,6.677414417266846,1.8208221197128296,2.866013526916504
2020-04-01,4.733067512512207,2.185270071029663,2.7168071269989014,1.4170738458633423,7.5663251876831055,1.129007339477539,6.491486549377441,1.7621264457702637,2.7606022357940674
2020-04-02,4.702471733093262,2.14279842376709,2.6594042778015137,1.387374758720398,7.581854820251465,1.1376479864120483,6.8825788497924805,1.7662303447723389,2.7942514419555664
2020-04-03,4.71165132522583,2.2020981311798096,2.643125295639038,1.3742222785949707,7.807895660400391,1.1102867126464844,6.6133012771606445,1.7214897871017456,2.777770519256592
2020-04-06,4.895221710205078,2.380798578262329,2.7416534423828125,1.4510157108306885,7.838955402374268,1.183729887008667,6.563613414764404,1.8339576721191406,2.9666178226470947
2020-04-07,5.149160861968994,2.4790453910827637,2.8787362575531006,1.4785935878753662,7.804444313049316,1.2449322938919067,6.783202171325684,1.8454501628875732,3.018808126449585
2020-04-08,5.00995397567749,2.506148338317871,2.8273303508758545,1.5040498971939087,7.6974639892578125,1.2204514741897583,6.701457977294922,1.8179490566253662,2.999580144882202
2020-04-09,5.227179527282715,2.5442612171173096,3.002110242843628,1.5407124757766724,7.857934951782227,1.2614929676055908,6.640550136566162,1.777313232421875,2.9693644046783447
2020-04-14,5.23941707611084,2.48582124710083,3.0809333324432373,1.4921236038208008,7.837228775024414,1.258612871170044,6.446606159210205,1.7411919832229614,2.9679911136627197
2020-04-15,4.997714996337891,2.3130416870117188,2.9952569007873535,1.4139394760131836,7.678483009338379,1.2269316911697388,5.959344387054443,1.6426805257797241,2.8395755290985107
2020-04-16,4.829442501068115,2.222417116165161,2.9729807376861572,1.4046634435653687,7.6715826988220215,1.205330729484558,5.875997066497803,1.6160824298858643,2.8134801387786865
2020-04-17,5.042078018188477,2.256295680999756,3.063797950744629,1.42012357711792,7.750955104827881,1.2420521974563599,6.239840984344482,1.6085296869277954,2.8217203617095947
2020-04-20,4.962530612945557,2.251214027404785,2.925001859664917,1.413497805595398,7.752679347991943,1.205330729484558,6.19816780090332,1.6016337871551514,2.803866147994995
2020-04-21,4.694823741912842,2.0996084213256836,2.805054187774658,1.3693259954452515,7.543893337249756,1.1671690940856934,5.832719802856445,1.535467505455017,2.6891837120056152
2020-04-22,4.684114933013916,2.1893858909606934,2.9078662395477295,1.3547492027282715,7.75958251953125,1.1822896003723145,5.925684452056885,1.579633116722107,2.7551090717315674
2020-04-23,4.7040019035339355,2.2901742458343506,3.0166754722595215,1.4020130634307861,7.635345935821533,1.17436945438385,6.283117294311523,1.639397144317627,2.772963523864746
2020-04-24,4.664228916168213,2.1961617469787598,2.927572011947632,1.3591663837432861,7.528365612030029,1.1369277238845825,6.204577922821045,1.563050627708435,2.7283267974853516
2020-04-27,4.97170877456665,2.274928569793701,2.9986836910247803,1.3551909923553467,7.685384750366211,1.1534885168075562,6.260677337646484,1.6170674562454224,2.764723062515259
2020-04-28,5.141512870788574,2.4790453910827637,3.25571346282959,1.3940621614456177,7.830327033996582,1.1851699352264404,6.340819835662842,1.6943992376327515,2.784637689590454
2020-04-29,5.507123947143555,2.6780807971954346,3.341390609741211,1.5120009183883667,8.064995765686035,1.2312517166137695,6.813656330108643,1.7769030332565308,2.870476722717285
2020-04-30,5.297547817230225,2.529862880706787,3.224870204925537,1.449718713760376,7.885543346405029,1.203170657157898,6.662989616394043,1.7573647499084473,2.870476722717285
2020-05-04,5.254714488983154,2.3714818954467773,2.211219072341919,1.4090806245803833,7.718169689178467,1.1700491905212402,6.143670558929443,1.6900025606155396,2.9521963596343994
2020-05-05,5.193524360656738,2.3714818954467773,2.1717333793640137,1.4099640846252441,7.733698844909668,1.1801296472549438,6.954706192016602,1.7172584533691406,3.0078203678131104
2020-05-06,5.11397647857666,2.3028783798217773,2.104482889175415,1.3940621614456177,7.673306465148926,1.1491683721542358,6.816862106323242,1.670337200164795,2.939835548400879
2020-05-07,5.178226947784424,2.280857563018799,2.1248435974121094,1.4501603841781616,7.624992370605469,1.1794097423553467,7.031641960144043,1.6896576881408691,2.9418959617614746
2020-05-08,5.152221202850342,2.3096539974212646,2.1680309772491455,1.4576696157455444,7.592207431793213,1.1635690927505493,6.919442176818848,1.7232956886291504,2.894512414932251
2020-05-11,4.9992451667785645,2.2418971061706543,2.149522304534912,1.4620866775512695,7.461070537567139,1.1390880346298218,6.815258979797363,1.6746500730514526,2.8807780742645264
2020-05-12,4.948762893676758,2.2546017169952393,2.1581594944000244,1.4391173124313354,7.545619487762451,1.143408179283142,6.698251724243164,1.6858623027801514,2.965930700302124
2020-05-13,4.658109664916992,2.1521201133728027,2.0964629650115967,1.3737430572509766,7.500756740570068,1.1160469055175781,6.467442989349365,1.6159988641738892,2.871164560317993
2020-05-14,4.835561275482178,2.2097127437591553,2.1415011882781982,1.3834609985351562,7.373069763183594,1.0987662076950073,6.550790786743164,1.6139291524887085,2.9096200466156006
2020-05-15,4.866155624389648,2.183457374572754,2.1174395084381104,1.3445897102355957,7.335108757019043,1.0958861112594604,6.494691848754883,1.5816718339920044,2.8807780742645264
2020-05-18,5.185875415802002,2.3054192066192627,2.169881820678711,1.4276328086853027,7.733698844909668,1.133327603340149,6.924252033233643,1.6655076742172241,2.9570038318634033
2020-05-19,5.153750419616699,2.2012434005737305,2.132864475250244,1.3680007457733154,7.687110424041748,1.0620447397232056,6.848917484283447,1.5725284814834595,2.678196430206299
2020-05-20,5.034429550170898,2.1876919269561768,2.193943977355957,1.3777185678482056,7.7457780838012695,1.0699650049209595,7.002790451049805,1.625659704208374,2.757168769836426
2020-05-21,5.176697254180908,2.1732938289642334,2.142735004425049,1.3688843250274658,7.714718818664551,1.0692448616027832,6.768776893615723,1.6027165651321411,2.8237807750701904
2020-05-22,5.12315559387207,2.1927738189697266,2.2704484462738037,1.3759517669677734,7.797542095184326,1.086525559425354,6.645358562469482,1.6351466178894043,2.815539598464966
2020-05-25,5.216471195220947,2.244438648223877,2.268597364425659,1.4046634435653687,7.888994216918945,1.112446665763855,6.730308532714844,1.670337200164795,2.901379346847534
2020-05-26,5.369446277618408,2.392655611038208,2.419755220413208,1.5173014402389526,7.98217248916626,1.1578086614608765,6.905017852783203,1.7681459188461304,2.7887580394744873
2020-05-27,5.499475479125977,2.473963737487793,2.4894728660583496,1.581350564956665,8.285860061645508,1.2024506330490112,7.113387107849121,1.8543974161148071,2.8546829223632812
2020-05-28,5.536189079284668,2.482433557510376,2.455538749694824,1.5605899095535278,8.29793930053711,1.193810224533081,7.108577728271484,1.8393033742904663,2.9789786338806152
2020-05-29,5.4566426277160645,2.365553140640259,2.351270914077759,1.4837309122085571,8.358330726623535,1.139807939529419,6.707869052886963,1.7573647499084473,2.912367343902588
2020-06-01,5.5377197265625,2.4231464862823486,2.401862382888794,1.538062334060669,8.368682861328125,1.1700491905212402,6.905017852783203,1.7875527143478394,3.0215556621551514
2020-06-02,5.721290111541748,2.5451083183288574,2.470346212387085,1.6012279987335205,8.568843841552734,1.2139711380004883,7.193527698516846,1.8660409450531006,3.062758445739746
2020-06-03,5.894152641296387,2.676386833190918,2.560424327850342,1.6922218799591064,8.726726531982422,1.307574987411499,7.3137407302856445,1.9255540370941162,3.198728322982788
2020-06-04,6.2071733474731445,2.720428466796875,2.5974414348602295,1.6838291883468628,8.591275215148926,1.3018146753311157,7.249627590179443,1.957467794418335,3.188427448272705
2020-06-05,6.434678554534912,2.987220287322998,2.8041272163391113,1.8110440969467163,8.653390884399414,1.3500568866729736,7.637513160705566,2.179563522338867,3.3415651321411133
2020-06-08,6.326573371887207,3.006700038909912,2.9713261127471924,1.815461277961731,8.739666938781738,1.3752577304840088,7.794591903686523,2.203714370727539,3.40199613571167
2020-06-09,6.102295875549316,2.886432409286499,2.863356351852417,1.7315348386764526,8.756921768188477,1.309014916419983,7.401896953582764,2.156707525253296,3.3374452590942383
2020-06-10,6.08777379989624,2.805971145629883,2.7455148696899414,1.715191125869751,8.615429878234863,1.283094048500061,7.337784290313721,2.0963313579559326,3.2962417602539062
2020-06-11,5.71343994140625,2.6213345527648926,2.5955910682678223,1.6462831497192383,8.353154182434082,1.2262113094329834,6.877769470214844,1.9014043807983398,3.084733009338379
2020-06-12,5.736029148101807,2.6501309871673584,2.614100456237793,1.6418659687042236,8.411822319030762,1.2326918840408325,6.962719917297363,1.9087355136871338,3.1190686225891113
2020-06-15,5.702145099639893,2.587456464767456,2.6319925785064697,1.664393663406372,8.379037857055664,1.2492525577545166,6.956308364868164,1.8548283576965332,3.0675649642944336
2020-06-16,5.984509468078613,2.6704580783843994,2.7047946453094482,1.7244672775268555,8.636137008666992,1.2751736640930176,7.153409481048584,1.9406481981277466,3.2529783248901367
2020-06-17,5.982896327972412,2.675539493560791,2.7121989727020264,1.7227003574371338,8.640450477600098,1.262213110923767,6.991990089416504,1.9380604028701782,3.249399185180664
2020-06-18,5.992576599121094,2.6264162063598633,2.7010931968688965,1.7090070247650146,8.59472370147705,1.2708535194396973,6.971601963043213,1.8854479789733887,3.126267433166504
2020-06-19,5.910288333892822,2.6306509971618652,2.6801164150238037,1.6931053400039673,8.791431427001953,1.278053879737854,7.04976224899292,1.856985092163086,3.1642091274261475
2020-06-22,5.832839488983154,2.5942318439483643,2.6221208572387695,1.6714609861373901,8.739666938781738,1.2550127506256104,6.9087324142456055,1.836715817451477,3.057542324066162
2020-06-23,5.945785045623779,2.6975607872009277,2.705411672592163,1.7050316333770752,8.873394012451172,1.2495601177215576,7.0514607429504395,1.9272794723510742,3.075439214706421
2020-06-24,5.7166666984558105,2.567976236343384,2.5838687419891357,1.6383322477340698,8.625784873962402,1.2200249433517456,6.684445381164551,1.84145987033844,3.0067145824432373
2020-06-25,5.7311882972717285,2.6010074615478516,2.617802143096924,1.6674857139587402,8.722411155700684,1.2026071548461914,6.79658842086792,1.8876043558120728,3.076871156692505
2020-06-26,5.681169033050537,2.539179563522339,2.572763681411743,1.6308228969573975,8.662019729614258,1.1904901266098022,6.601186752319336,1.8298155069351196,3.0153050422668457
2020-06-29,5.913514614105225,2.6103241443634033,2.620887041091919,1.6935471296310425,8.782804489135742,1.2101800441741943,6.682745933532715,1.903560757637024,3.091188907623291
2020-06-30,5.792501926422119,2.595078706741333,2.6190357208251953,1.678970456123352,8.90358829498291,1.1995775699615479,6.614780426025391,1.8755289316177368,3.0403614044189453
2020-07-01,5.705371856689453,2.5476489067077637,2.5789332389831543,1.6599763631820679,8.938098907470703,1.1882182359695435,6.699738025665283,1.84835946559906,3.02604341506958
2020-07-02,5.878017425537109,2.73313307762146,2.621504068374634,1.7584795951843262,9.24869155883789,1.2351713180541992,6.827174186706543,1.9712674617767334,3.056826591491699
2020-07-03,5.776366233825684,2.6653764247894287,2.566593647003174,1.7306513786315918,9.257316589355469,1.2185105085372925,6.640267372131348,1.9212424755096436,2.9716360569000244
2020-07-06,5.961919784545898,2.800889253616333,2.723304510116577,1.835780382156372,9.33496379852295,1.241229772567749,6.774499893188477,2.0156867504119873,3.0145890712738037
2020-07-07,5.990963459014893,2.732285976409912,2.66715931892395,1.7801239490509033,9.347907066345215,1.2328993082046509,6.68614387512207,1.9557421207427979,2.917228937149048
2020-07-08,5.842520713806152,2.6416616439819336,2.590038537979126,1.7452280521392822,9.451058387756348,1.1935192346572876,6.575699806213379,1.911323070526123,2.863537549972534
2020-07-09,5.787661552429199,2.6043953895568848,2.5468506813049316,1.7240257263183594,9.345260620117188,1.1897327899932861,6.398988723754883,1.8755289316177368,2.8277435302734375
2020-07-10,5.845746994018555,2.6645290851593018,2.6369283199310303,1.7615716457366943,9.459872245788574,1.2154812812805176,6.477149486541748,1.9147729873657227,2.8628218173980713
2020-07-13,6.0732526779174805,2.7144999504089355,2.692455530166626,1.807510256767273,9.521587371826172,1.2366857528686523,6.613080978393555,1.937198281288147,2.9229562282562256
2020-07-14,5.911901473999023,2.684009075164795,2.657905340194702,1.822528600692749,9.539217948913574,1.248802900314331,6.784695148468018,1.9182227849960327,2.9838061332702637
2020-07-15,5.960306644439697,2.752612829208374,2.671478271484375,1.8437310457229614,9.697912216186523,1.248802900314331,6.716729640960693,1.9553112983703613,2.946580410003662
2020-07-16,5.900607109069824,2.7627763748168945,2.648033857345581,1.8375470638275146,9.73317813873291,1.2677356004714966,6.8084821701049805,1.9497050046920776,2.9702045917510986
2020-07-17,5.807023048400879,2.723816394805908,2.6628408432006836,1.8428477048873901,9.77285099029541,1.2389577627182007,6.689542770385742,1.9104602336883545,2.959465980529785
2020-07-20,5.782820224761963,2.705183267593384,2.668393850326538,1.8622833490371704,9.909502983093262,1.2586476802825928,6.574000835418701,1.9061483144760132,2.9752159118652344
2020-07-21,5.7198944091796875,2.695866823196411,2.692455530166626,1.8622833490371704,9.935953140258789,1.2465307712554932,6.735419273376465,1.895366907119751,2.9401371479034424
2020-07-22,5.734415054321289,2.695866823196411,2.7146663665771484,1.8711177110671997,9.794891357421875,1.2594050168991089,6.516229152679443,1.855259656906128,2.8936047554016113
2020-07-23,5.757004261016846,2.6611416339874268,2.7837672233581543,1.856982707977295,9.77285099029541,1.2328993082046509,6.439767360687256,1.8267970085144043,2.8470726013183594
2020-07-24,5.757004261016846,2.639967441558838,2.8571856021881104,1.8614000082015991,9.737586975097656,1.2419869899749756,6.278348922729492,1.8336973190307617,2.767608880996704
2020-07-27,5.727961540222168,2.5561184883117676,2.767108917236328,1.7854243516921997,9.697912216186523,1.1859461069107056,6.084646701812744,1.789709210395813,2.674544095993042
2020-07-28,5.655353546142578,2.5806803703308105,2.787468910217285,1.8119276762008667,9.755218505859375,1.213966727256775,5.999688625335693,1.8134280443191528,2.708906412124634
2020-07-29,6.150701522827148,2.48582124710083,2.7405788898468018,1.7712894678115845,9.78166675567627,1.204121708869934,5.977599620819092,1.7280396223068237,2.737541913986206
2020-07-30,5.93449068069458,2.2850921154022217,2.6751809120178223,1.696197271347046,9.631790161132812,1.1662559509277344,5.766905784606934,1.6287647485733032,2.655215263366699
2020-07-31,5.836067199707031,2.2334277629852295,2.7035608291625977,1.6078537702560425,9.627382278442383,1.155653715133667,5.590194225311279,1.5599364042282104,2.5399580001831055
2020-08-03,5.907060623168945,2.3071131706237793,2.7726616859436035,1.6829458475112915,9.77725887298584,1.2010923624038696,5.687046051025391,1.6016817092895508,2.577183961868286
2020-08-04,5.874791145324707,2.350308418273926,2.7763638496398926,1.7425776720046997,9.697912216186523,1.210937261581421,5.875650882720947,1.6556751728057861,2.6366021633148193
2020-08-05,6.0490498542785645,2.2579896450042725,2.767726182937622,1.7178415060043335,9.578892707824707,1.2245688438415527,5.99629020690918,1.630144476890564,2.5564234256744385
2020-08-06,5.869950294494629,2.2054781913757324,2.742429494857788,1.6873629093170166,9.565668106079102,1.2071508169174194,5.777101039886475,1.6085821390151978,2.4561991691589355
2020-08-07,5.776366233825684,2.138568639755249,2.7627904415130615,1.696197271347046,9.583300590515137,1.203364372253418,5.671753883361816,1.5825339555740356,2.484834671020508
2020-08-10,5.915128707885742,2.183457374572754,2.8207852840423584,1.7730562686920166,9.609748840332031,1.226840853691101,5.778799057006836,1.6334224939346313,2.5399580001831055
2020-08-11,6.008711814880371,2.2825512886047363,2.92690372467041,1.8322464227676392,9.6670560836792,1.2639490365982056,6.052361965179443,1.7267454862594604,2.6065351963043213
2020-08-12,6.0893874168396,2.2300398349761963,2.925053119659424,1.8189948797225952,9.81693172454834,1.2647062540054321,6.115230083465576,1.7146708965301514,2.609398365020752
2020-08-13,6.028074264526367,2.1682119369506836,2.893587827682495,1.7792402505874634,9.759625434875488,1.253346562385559,5.992891788482666,1.6798251867294312,2.6172733306884766
2020-08-14,5.950625896453857,2.1402621269226074,2.8942041397094727,1.7765899896621704,9.671463966369629,1.2419869899749756,5.936820030212402,1.6622298955917358,2.5993764400482178
2020-08-17,6.023233890533447,2.130099058151245,2.8170833587646484,1.7262341976165771,9.631790161132812,1.2048786878585815,5.8127827644348145,1.630834937095642,2.562865972518921
2020-08-18,5.903833389282227,2.0987613201141357,2.8059780597686768,1.7227003574371338,9.525994300842285,1.1882182359695435,5.739719390869141,1.6189322471618652,2.5234925746917725
2020-08-19,5.873177528381348,2.162283420562744,2.853484630584717,1.7531790733337402,9.543627738952637,1.1950337886810303,5.794092178344727,1.6682672500610352,2.5843424797058105
2020-08-20,5.606948375701904,2.0869040489196777,2.787468910217285,1.713866114616394,9.51717758178711,1.1685280799865723,5.685346603393555,1.598921298980713,2.514186143875122
2020-08-21,5.5052971839904785,2.054719924926758,2.746748447418213,1.6851543188095093,9.534810066223145,1.1647413969039917,5.620779037475586,1.5759793519973755,2.4927093982696533
2020-08-24,5.613402366638184,2.1038429737091064,2.8337416648864746,1.708123803138733,9.622974395751953,1.185188889503479,5.8909430503845215,1.637044906616211,2.566445827484131
2020-08-25,5.49722957611084,2.121629476547241,2.8275718688964844,1.6829458475112915,9.605341911315918,1.2048786878585815,5.770303726196289,1.634629249572754,2.516333818435669
2020-08-26,5.624696731567383,2.1521201133728027,2.807828426361084,1.6674857139587402,9.543627738952637,1.2026071548461914,5.826375484466553,1.6565372943878174,2.482686996459961
